Symbol,CIK
vnom,1602065
vod,839923
vor,1817229
voxr,1907909
voxx,807707
vqs,1777765
vra,1495320
vrar,1854445
vrax,1885827
vrca,1660334
vrdn,1590750
vrex,1681622
vrm,1580864
vrme,1104038
vrna,1657312
vrns,1361113
vrnt,1166388
vrpx,1708331
vrrm,1682745
vrsk,1442145
vrsn,1014473
vrts,883237
vrtx,875320
vs,1701963
vsacw,1883983
vsat,797721
vsec,102752
vssyw,1701963
vsta,1792829
vstm,1526119
vtgn,1411685
vtnr,890447
vtrs,1792044
vtru,1805012
vtsi,1085243
vtvt,1641489
vtyx,1851194
vuzi,1463972
vvos,1716166
vvpr,1681348
vwe,1834045
vweww,1834045
vxrt,72444
vygr,1640266
vyne,1566044
wabc,311094
wafd,936528
wafdp,936528
wafu,1716770
wald,1840199
wash,737468
watt,1575793
wavd,803578
wave,1846715
wavs,1868419
wb,1595761
wba,1618921
wbd,1437107
wday,1327811
wdc,106040
wdfc,105132
wen,30697
wern,793074
west,1806347
westw,1806347
wetg,1784970
weys,106532
wfcf,1360565
wfrd,1603923
whf,1552198
whlm,1013706
whlr,1527541
whlrd,1527541
whlrp,1527541
wilc,1030997
wimi,1770088
wina,908315
wing,1636222
wint,946486
wire,850460
wisa,1682149
wish,1822250
wix,1576789
wkey,1738699
wkhs,1425287
wkme,1847584
wksp,1096275
wkspw,1096275
wldn,1370450
wlds,1887673
wldsw,1887673
wlfc,1018164
wlgs,1899658
wmg,1319161
wmpn,1828376
wneb,1157647
wnw,1787803
woof,1826470
worx,1674227
wprt,1370416
wrap,1702924
wrld,108385
wrnt,1900564
wsbc,203596
wsbcp,203596
wsbf,1569994
wsc,1647088
wsfs,828944
wtba,1166928
wter,1532390
wtfc,1015328
wtfcm,1015328
wtfcp,1015328
wtma,1866226
wtmar,1866226
wtw,1140536
wulf,1083301
wve,1631574
wvvi,838875
wvvip,838875
ww,105319
wwac,1853044
wwacu,1853044
wwacw,1853044
wwd,108312
wynn,1174922
xair,1641631
xbio,1534525
xbiow,1534525
xbit,1626878
xcur,1698530
xel,72903
xela,1620179
xelap,1620179
xelb,1083220
xene,1582313
xers,1867096
xfin,1852749
xfinu,1852749
xfor,1501697
xgn,1274737
xlo,1840233
xmtr,1657573
xncr,1326732
xnet,1510593
xoma,791908
xomao,791908
xomap,791908
xos,1819493
xosww,1819493
xp,1787425
xpdb,1855474
xpdbw,1855474
xpel,1767258
xpon,1894954
xray,818479
xrtx,1729214
xrx,1770450
xtlb,1023549
xxii,1347858
ygf,1875496
ygmz,1782037
yi,1738906
yj,1759614
ymab,1722964
yorw,108985
yosh,1898604
yota,1907730
yotar,1907730
yq,1821468
yten,1121702
ytra,1516899
yy,1530238
z,1617640
zbra,877212
zcmd,1785566
zd,1084048
zenv,1836934
zeus,917470
zfox,1823575
zfoxw,1823575
zg,1617640
zi,1794515
zimv,1876588
zion,109380
zionl,109380
ziono,109380
zionp,109380
zivo,1101026
zivow,1101026
zkin,1687451
zlab,1704292
zm,1585521
zntl,1725160
zs,1713683
ztek,1904501
zumz,1318008
zyme,1403752
zyne,1621443
zyxi,846475
